playerId	playerTag	country	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
62954	Charlie	US	2023-08-06	1579	1579	1500	79	48	-47	True	0.8181818181818182	11.0	9.0	2.0
2001756	Atma_	CL	2023-08-06	1578	1578	1500	78	50	-49	True	0.8	10.0	8.0	2.0
1167693	Yami	US	2023-08-06	1577	1577	1500	77	51	-50	True	0.8888888888888888	9.0	8.0	1.0
1791717	Hikaru		2023-08-06	1577	1577	1500	77	51	-50	True	0.7777777777777778	9.0	7.0	2.0
632437	Higuchi	JP	2023-08-06	1577	1577	1500	77	51	-50	True	0.8	10.0	8.0	2.0
375818	Edma		2023-08-06	1577	1577	1500	77	51	-50	True	0.8181818181818182	11.0	9.0	2.0
1257257	Torimeshi	JP	2023-08-06	1577	1577	1500	77	51	-50	True	0.8	10.0	8.0	2.0
404377	John Takeuchi	JP	2023-08-06	1576	1576	1500	76	56	-55	True	0.8181818181818182	11.0	9.0	2.0
486860	Shuto	JP	2023-08-06	1576	1576	1500	76	56	-55	True	0.8	10.0	8.0	2.0
228743	NL	KR	2023-08-06	1576	1576	1500	76	56	-55	True	0.7777777777777778	9.0	7.0	2.0
149240	Babushas	MX	2023-08-06	1576	1576	1500	76	56	-55	True	0.7777777777777778	9.0	7.0	2.0
140787	Samurai	US	2023-08-06	1576	1576	1500	76	56	-55	True	0.8	10.0	8.0	2.0
1345485	Adrian Riven		2023-08-06	1576	1576	1500	76	56	-55	True	0.7777777777777778	9.0	7.0	2.0
71285	Sultan	US	2023-08-06	1576	1576	1500	76	56	-55	True	0.8181818181818182	11.0	9.0	2.0
657291	Chato	US	2023-08-06	1575	1575	1500	75	63	-62	True	0.8181818181818182	11.0	9.0	2.0
2450920	Scythe	US	2023-08-06	1575	1575	1500	75	63	-62	True	0.8181818181818182	11.0	9.0	2.0
348614	Punisher	US	2023-08-06	1574	1574	1500	74	65	-64	True	0.8	10.0	8.0	2.0
245461	Burkish	US	2023-08-06	1573	1573	1500	73	66	-65	True	0.7777777777777778	9.0	7.0	2.0
3285802	小路KOG	JP	2023-08-06	1573	1573	1500	73	66	-65	True	0.8	10.0	8.0	2.0
581205	Duston	US	2023-08-06	1572	1572	1500	72	68	-67	True	0.8	10.0	8.0	2.0
671813	koopaa13	US	2023-08-06	1572	1572	1500	72	68	-67	True	0.8181818181818182	11.0	9.0	2.0
226777	Wing	US	2023-08-06	1572	1572	1500	72	68	-67	True	0.8	10.0	8.0	2.0
553362	BlackHondaAccordActivity	US	2023-08-06	1571	1571	1500	71	71	-70	True	0.8	10.0	8.0	2.0
527580	Jiro	JP	2023-08-06	1571	1571	1500	71	71	-70	True	0.7777777777777778	9.0	7.0	2.0
285391	Chachi	US	2023-08-06	1571	1571	1500	71	71	-70	True	0.8	10.0	8.0	2.0
139983	SonicFox	US	2023-08-06	1571	1571	1500	71	71	-70	True	0.8	10.0	8.0	2.0
237340	Phenom	NO	2023-08-06	1571	1571	1500	71	71	-70	True	0.8	10.0	8.0	2.0
565962	Fenritti	JP	2023-08-06	1571	1571	1500	71	71	-70	True	0.7777777777777778	9.0	7.0	2.0
979448	Dyloch	US	2023-08-06	1571	1571	1500	71	71	-70	True	0.8181818181818182	11.0	9.0	2.0
186279	MaggotSai	US	2023-08-06	1570	1570	1500	70	78	-77	True	0.8	10.0	8.0	2.0
404179	Tachikawa	JP	2023-08-06	1570	1570	1500	70	78	-77	True	0.7777777777777778	9.0	7.0	2.0
2441054	Ryukichi		2023-08-06	1570	1570	1500	70	78	-77	True	0.8	10.0	8.0	2.0
315529	Imstilldadaddy	GB	2023-08-06	1569	1569	1500	69	81	-80	True	0.7777777777777778	9.0	7.0	2.0
1228620	Yanai	JP	2023-08-06	1569	1569	1500	69	81	-80	True	0.8	10.0	8.0	2.0
527731	Verfortiso	US	2023-08-06	1567	1567	1500	67	83	-82	True	0.7777777777777778	9.0	7.0	2.0
13852	SaltyParis	AU	2023-08-06	1567	1567	1500	67	83	-82	True	0.875	8.0	7.0	1.0
1816209	NoahtheprodigyPC	US	2023-08-06	1567	1567	1500	67	83	-82	True	0.8	10.0	8.0	2.0
