Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-09-13 12:19:39 UTC	UFA 2025	Pools	Winners Round 2	395486	3465084	2	0	Chun-Li	Sagat
2025-09-13 12:19:17 UTC	UFA 2025	Pools	Winners Round 2	1148242	3373033	2	0	Elena	E. Honda
2025-09-13 12:17:59 UTC	UFA 2025	Pools	Winners Round 1	3567266	4149210	2	0	N/A	N/A
2025-09-13 12:17:02 UTC	UFA 2025	Pools	Winners Round 2	1156976	519202	2	0	N/A	N/A
2025-09-13 12:15:43 UTC	UFA 2025	Pools	Winners Round 2	632437	846442	2	0	N/A	N/A
2025-09-13 12:15:17 UTC	UFA 2025	Pools	Winners Round 1	2415769	4545313	2	0	N/A	N/A
2025-09-13 12:15:16 UTC	UFA 2025	Pools	Winners Round 1	4158599	3811799	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:14:45 UTC	UFA 2025	Pools	Winners Round 2	2615047	2666635	2	0	N/A	N/A
2025-09-13 12:14:27 UTC	UFA 2025	Pools	Winners Round 1	3547379	2771339	2	0	N/A	N/A
2025-09-13 12:13:53 UTC	UFA 2025	Pools	Winners Round 1	4591922	2313510	2	0	N/A	N/A
2025-09-13 12:13:43 UTC	UFA 2025	Pools	Winners Round 1	4290111	2433528	2	0	N/A	N/A
2025-09-13 12:13:29 UTC	UFA 2025	Pools	Winners Round 1	3561126	1685453	2	0	N/A	N/A
2025-09-13 12:13:11 UTC	UFA 2025	Pools	Winners Round 1	260462	4271862	2	0	N/A	N/A
2025-09-13 12:12:49 UTC	UFA 2025	Pools	Winners Round 1	3391721	1285483	2	0	N/A	N/A
2025-09-13 12:12:44 UTC	UFA 2025	Pools	Winners Round 1	4060913	4734205	2	0	Chun-Li	Akuma
2025-09-13 12:12:22 UTC	UFA 2025	Pools	Winners Round 1	853554	3564732	2	0	N/A	N/A
2025-09-13 12:12:22 UTC	UFA 2025	Pools	Winners Round 1	4023906	2946270	2	0	N/A	N/A
2025-09-13 12:12:14 UTC	UFA 2025	Pools	Winners Round 1	3373033	2104784	2	0	E. Honda	Zangief
2025-09-13 12:11:38 UTC	UFA 2025	Pools	Winners Round 1	3269970	1334813	2	1	Sagat	Juri
2025-09-13 12:10:50 UTC	UFA 2025	Pools	Winners Round 1	3699698	2737036	2	0	Guile	Jamie
2025-09-13 12:10:26 UTC	UFA 2025	Pools	Winners Round 1	1411451	2464181	2	0	Sagat	Zangief
2025-09-13 12:10:16 UTC	UFA 2025	Pools	Winners Round 1	3383512	2277767	2	0	N/A	N/A
2025-09-13 12:10:13 UTC	UFA 2025	Pools	Winners Round 1	4931100	3632533	2	0	N/A	N/A
2025-09-13 12:10:01 UTC	UFA 2025	Pools	Winners Round 1	3596432	4836780	2	0	N/A	N/A
2025-09-13 12:09:30 UTC	UFA 2025	Pools	Winners Round 1	2136320	3531744	2	0	N/A	N/A
2025-09-13 12:09:25 UTC	UFA 2025	Pools	Winners Round 1	519202	792702	2	0	N/A	N/A
2025-09-13 12:09:18 UTC	UFA 2025	Pools	Winners Round 1	1670441	2139331	2	0	N/A	N/A
2025-09-13 12:08:47 UTC	UFA 2025	Pools	Winners Round 1	3465084	3639957	2	0	Sagat	Jamie
2025-09-13 12:08:21 UTC	UFA 2025	Pools	Winners Round 1	3297257	3566257	2	0	N/A	N/A
2025-09-13 12:07:52 UTC	UFA 2025	Pools	Winners Round 1	3747010	3082905	2	0	E. Honda	Mai
2025-09-13 12:07:37 UTC	UFA 2025	Pools	Winners Round 1	2666635	3236939	2	0	N/A	N/A
