Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-05-25 01:10:59 UTC	COMBO BREAKER 2025	Round 2	Losers Round 1	666787	1120629	2	1	N/A	N/A
2025-05-25 01:10:45 UTC	COMBO BREAKER 2025	Round 2	Losers Round 1	265887	2859875	2	1	N/A	N/A
2025-05-25 01:02:48 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	1228620	135910	2	1	N/A	N/A
2025-05-25 00:52:09 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	226786	228743	2	0	N/A	N/A
2025-05-25 00:52:05 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	157225	710711	2	0	N/A	N/A
2025-05-25 00:47:28 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	786180	1455289	2	0	N/A	N/A
2025-05-25 00:47:10 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	486860	3285802	2	1	N/A	N/A
2025-05-25 00:46:14 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	154091	509289	2	0	N/A	N/A
2025-05-25 00:40:29 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	141329	70855	2	0	N/A	N/A
2025-05-25 00:40:16 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	3935651	231317	2	1	N/A	N/A
2025-05-25 00:40:01 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	231317	259696	2	1	N/A	N/A
2025-05-25 00:39:46 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	314782	404179	2	0	N/A	N/A
2025-05-25 00:38:38 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	226786	224697	2	0	N/A	N/A
2025-05-25 00:38:18 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	1816209	1264488	2	0	N/A	N/A
2025-05-25 00:38:11 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	405400	313909	2	0	N/A	N/A
2025-05-25 00:33:09 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	138015	1574500	2	1	N/A	N/A
2025-05-25 00:31:57 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	405400	2441054	2	0	N/A	N/A
2025-05-25 00:28:11 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	509289	1263921	2	1	N/A	N/A
2025-05-25 00:27:57 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	154091	1965385	2	0	N/A	N/A
2025-05-25 00:27:52 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	1965385	13525	2	1	N/A	N/A
2025-05-25 00:27:48 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	1263921	1387256	2	1	N/A	N/A
2025-05-25 00:27:42 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	1574500	60981	2	1	N/A	N/A
2025-05-25 00:27:37 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	60981	137291	2	0	N/A	N/A
2025-05-25 00:27:37 UTC	COMBO BREAKER 2025	Round 2	Losers Round 5	183027	766299	2	1	N/A	N/A
2025-05-25 00:27:32 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	138015	22383	2	0	N/A	N/A
2025-05-25 00:27:28 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	22383	63220	2	0	N/A	N/A
2025-05-25 00:27:23 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	22383	358496	2	1	N/A	N/A
2025-05-25 00:27:18 UTC	COMBO BREAKER 2025	Round 2	Losers Round 1	22383	748957	2	0	N/A	N/A
2025-05-25 00:27:00 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	63220	339747	2	1	N/A	N/A
2025-05-25 00:26:29 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	228743	245461	2	1	N/A	N/A
2025-05-25 00:26:22 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	157225	2091534	2	1	N/A	N/A
2025-05-25 00:26:20 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	232824	699782	2	0	N/A	N/A
2025-05-25 00:26:10 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	710711	141095	2	1	N/A	N/A
2025-05-25 00:24:24 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	405400	225907	2	0	N/A	N/A
2025-05-25 00:22:33 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	224650	3705249	2	1	N/A	N/A
2025-05-25 00:20:24 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	313909	404377	2	1	N/A	N/A
2025-05-25 00:19:30 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	314782	224697	2	1	N/A	N/A
2025-05-25 00:18:31 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	3935651	140787	2	0	N/A	N/A
2025-05-25 00:15:42 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	710711	942416	2	0	N/A	N/A
2025-05-25 00:15:23 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	226786	919364	2	1	N/A	N/A
2025-05-25 00:14:56 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	183027	385608	2	1	N/A	N/A
2025-05-25 00:14:49 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	1455289	1574500	2	0	N/A	N/A
2025-05-25 00:14:43 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	786180	138015	2	0	N/A	N/A
2025-05-25 00:14:31 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	699782	509289	2	0	N/A	N/A
2025-05-25 00:13:48 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	3705249	231317	2	0	N/A	N/A
2025-05-25 00:13:29 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	766299	175316	2	0	N/A	N/A
2025-05-25 00:13:05 UTC	COMBO BREAKER 2025	Round 2	Winners Semi-Final	4143648	131806	2	1	N/A	N/A
2025-05-25 00:12:57 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	1228620	1810739	2	0	N/A	N/A
2025-05-25 00:12:52 UTC	COMBO BREAKER 2025	Round 2	Losers Round 4	135910	153524	2	0	N/A	N/A
2025-05-25 00:12:29 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	313909	583176	2	1	N/A	N/A
2025-05-25 00:12:24 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	183027	2434556	2	1	N/A	N/A
2025-05-25 00:12:16 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	1264488	2441054	2	1	N/A	N/A
2025-05-25 00:12:10 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	1816209	404377	2	0	N/A	N/A
2025-05-25 00:11:44 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	245461	1649513	2	0	N/A	N/A
2025-05-25 00:11:37 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	710711	58575	2	0	N/A	N/A
2025-05-25 00:11:34 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	3285802	157225	2	1	N/A	N/A
2025-05-25 00:11:31 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	404179	228743	2	1	N/A	N/A
2025-05-25 00:05:24 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	141329	1228620	2	0	N/A	N/A
