playerId	playerTag	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
1288222	PoeDono	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2503812	Merk	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1886434	BennyBoi	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
1802362	ThytanumGerz DJEROCKSTAR	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3500872	ResEconFan69	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3442390	spicypurrito	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3447111	CptCubone	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3496273	Tito Hoji	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1128257	Stefunn	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1017543	Sweat M.D.	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1199099	tim808	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3499893	UncannySammy	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3503265	NileNopse	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
1881351	Joltte	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3505103	Carbine Execute	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3515713	The Fool Tarot	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3515824	BoneZone	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3516043	Sirrshawn	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3517458	MAXPLAYJ	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3517593	thekidxp	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3470967	Tokido Kisaragi	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3430995	Permanent Funeral	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3428646	illegalimmigrant	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3420033	Hallster2	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3381622	Rexxette	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2913161	Lanleeze85	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
