Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars	RateDiff
2025-05-09 10:46:54 UTC	EVO Japan 2025	Round1	Losers Round 2	4636690	1340936	2	0			15
2025-05-09 10:46:52 UTC	EVO Japan 2025	Round1	Winners Round 1	4564501	4731193	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:51 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	4453393	2358843	2	1			10
2025-05-09 10:46:49 UTC	EVO Japan 2025	Round1	Losers Round 3	3603952	3923828	2	0			15
2025-05-09 10:46:47 UTC	EVO Japan 2025	Round1	Winners Round 1	935387	2332686	2	1			8
2025-05-09 10:46:46 UTC	EVO Japan 2025	Round1	Losers Round 2	3671366	1452561	2	0			16
2025-05-09 10:46:45 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	1292047	4597709	2	1			9
2025-05-09 10:46:44 UTC	EVO Japan 2025	Round1	Winners Round 1	564257	3902539	2	0			16
2025-05-09 10:46:42 UTC	EVO Japan 2025	Round1	Losers Round 2	3996677	4530031	2	0			13
2025-05-09 10:46:41 UTC	EVO Japan 2025	Round1	Winners Round 1	4620905	2207936	2	0			16
2025-05-09 10:46:40 UTC	EVO Japan 2025	Round1	Losers Round 3	2358843	3938651	2	0			15
2025-05-09 10:46:40 UTC	EVO Japan 2025	Round1	Losers Round 1	4495108	4729950	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:39 UTC	EVO Japan 2025	Round1	Losers Semi-Final	570478	3949621	2	1			10
2025-05-09 10:46:38 UTC	EVO Japan 2025	Round1	Losers Round 2	4652867	4665619	2	0			16
2025-05-09 10:46:37 UTC	EVO Japan 2025	Round1	Losers Round 3	4597709	3842356	2	1			10
2025-05-09 10:46:34 UTC	EVO Japan 2025	Round1	Winners Round 1	3893223	4729399	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:34 UTC	EVO Japan 2025	Round1	Losers Round 2	3923828	3955901	2	0			16
2025-05-09 10:46:33 UTC	EVO Japan 2025	Round1	Winners Round 1	3769885	4731605	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:33 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	570478	4532147	2	1			10
2025-05-09 10:46:33 UTC	EVO Japan 2025	Round1	Losers Round 1	1340936	4266486	2	0			16
2025-05-09 10:46:31 UTC	EVO Japan 2025	Round1	Losers Round 2	2358843	4452016	2	0			15
2025-05-09 10:46:29 UTC	EVO Japan 2025	Round1	Winners Round 1	3754588	551140	2	1			10
2025-05-09 10:46:27 UTC	EVO Japan 2025	Round1	Losers Round 2	3938651	4435878	2	0			16
2025-05-09 10:46:27 UTC	EVO Japan 2025	Round1	Losers Round 2	3603952	4611115	2	0			15
2025-05-09 10:46:27 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3949621	1320188	2	0			15
2025-05-09 10:46:24 UTC	EVO Japan 2025	Round1	Winners Final	3920450	4443346	2	0			16
2025-05-09 10:46:23 UTC	EVO Japan 2025	Round1	Losers Round 1	4530031	4731643	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:21 UTC	EVO Japan 2025	Round1	Losers Round 2	4597709	3929558	2	0			15
2025-05-09 10:46:21 UTC	EVO Japan 2025	Round1	Losers Round 3	4532147	4638756	2	0			15
2025-05-09 10:46:20 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4443346	4668863	2	0			16
2025-05-09 10:46:19 UTC	EVO Japan 2025	Round1	Winners Round 1	3589265	4454727	2	1			9
2025-05-09 10:46:18 UTC	EVO Japan 2025	Round1	Losers Round 1	3955901	566879	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:46:16 UTC	EVO Japan 2025	Round1	Losers Round 2	3842356	4645744	2	1			10
2025-05-09 10:46:16 UTC	EVO Japan 2025	Round1	Losers Round 3	1320188	3136602	2	1			10
2025-05-09 10:46:14 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3920450	277365	2	0			15
2025-05-09 10:46:12 UTC	EVO Japan 2025	Round1	Losers Round 1	2358843	4731299	W (DQ/FF)	L (DQ/FF)			9
2025-05-09 10:46:08 UTC	EVO Japan 2025	Round1	Winners Final	3573666	2427173	2	0			13
2025-05-09 10:46:07 UTC	EVO Japan 2025	Round1	Losers Round 1	3929558	4547342	2	1			10
2025-05-09 10:46:06 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4668863	3671366	2	1			11
2025-05-09 10:46:03 UTC	EVO Japan 2025	Round1	Winners Semi-Final	2427173	2976500	2	1			10
2025-05-09 10:46:01 UTC	EVO Japan 2025	Round1	Winners Final	3941013	3670169	2	1			11
2025-05-09 10:46:01 UTC	EVO Japan 2025	Round1	Losers Round 2	4532147	2897912	2	1			10
2025-05-09 10:45:59 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3573666	738253	2	1			9
2025-05-09 10:45:58 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4443346	4636690	2	1			11
2025-05-09 10:45:54 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3670169	4453393	2	0			15
2025-05-09 10:45:54 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2976500	4611115	2	0			15
2025-05-09 10:45:53 UTC	EVO Japan 2025	Round1	Losers Semi-Final	3136509	3619526	2	0			15
2025-05-09 10:45:52 UTC	EVO Japan 2025	Round1	Losers Round 2	4638756	2741172	2	1			10
2025-05-09 10:45:52 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3920450	4668290	2	0			14
2025-05-09 10:45:49 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3941013	1292047	2	0			17
2025-05-09 10:45:48 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2427173	3923828	2	0			16
2025-05-09 10:45:46 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	277365	3941024	2	0			16
2025-05-09 10:45:45 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3670169	3842356	2	0			15
2025-05-09 10:45:43 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	738253	4665619	2	0			15
2025-05-09 10:45:41 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3619526	4669211	2	0			16
2025-05-09 10:45:40 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4453393	4597709	2	0			17
2025-05-09 10:45:39 UTC	EVO Japan 2025	Round1	Winners Round 1	3671366	4495108	2	0			15
2025-05-09 10:45:39 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3573666	3996677	2	0			15
2025-05-09 10:45:39 UTC	EVO Japan 2025	Round1	Losers Round 2	1320188	4729322	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:36 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	1292047	3938651	2	0			14
2025-05-09 10:45:35 UTC	EVO Japan 2025	Round1	Winners Round 1	4611115	4530031	2	1			11
2025-05-09 10:45:35 UTC	EVO Japan 2025	Round1	Losers Round 2	3136602	4641356	2	0			15
2025-05-09 10:45:33 UTC	EVO Japan 2025	Round1	Winners Round 1	4668863	4729950	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:32 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3136509	3819539	2	0			14
2025-05-09 10:45:32 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3941013	4452016	2	0			14
2025-05-09 10:45:30 UTC	EVO Japan 2025	Round1	Winners Round 1	2976500	4731643	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:29 UTC	EVO Japan 2025	Round1	Losers Round 1	2897912	4731739	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:28 UTC	EVO Japan 2025	Round1	Winners Round 1	4636690	3945290	2	1			12
2025-05-09 10:45:27 UTC	EVO Japan 2025	Round1	Losers Round 3	4669211	3934790	2	1			10
2025-05-09 10:45:26 UTC	EVO Japan 2025	Round1	Winners Round 1	3670169	2358843	2	0			15
2025-05-09 10:45:25 UTC	EVO Japan 2025	Round1	Losers Round 1	4729322	4731714	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:24 UTC	EVO Japan 2025	Round1	Winners Round 1	2427173	4652867	2	0			15
2025-05-09 10:45:22 UTC	EVO Japan 2025	Round1	Winners Round 1	3842356	4731299	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:22 UTC	EVO Japan 2025	Round1	Winners Round 1	3920450	1340936	2	0			14
2025-05-09 10:45:22 UTC	EVO Japan 2025	Round1	Losers Round 3	3819539	3762276	2	0			16
2025-05-09 10:45:20 UTC	EVO Japan 2025	Round1	Winners Final	4262345	4452068	2	0			13
2025-05-09 10:45:19 UTC	EVO Japan 2025	Round1	Winners Round 1	738253	3955901	2	0			15
2025-05-09 10:45:16 UTC	EVO Japan 2025	Round1	Losers Round 2	4669211	4535018	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:45:16 UTC	EVO Japan 2025	Round1	Winners Round 1	4453393	4435878	2	0			14
2025-05-09 10:45:16 UTC	EVO Japan 2025	Round1	Winners Round 1	4668290	4266486	2	0			15
2025-05-09 10:45:15 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4452068	570478	2	1			11
2025-05-09 10:45:14 UTC	EVO Japan 2025	Round1	Winners Round 1	4665619	566879	W (DQ/FF)	L (DQ/FF)			11
2025-05-09 10:45:11 UTC	EVO Japan 2025	Round1	Winners Round 1	3941024	1452561	2	0			15
2025-05-09 10:45:11 UTC	EVO Japan 2025	Round1	Losers Round 2	3934790	1412693	2	0			15
2025-05-09 10:45:10 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4262345	3949621	2	0			13
2025-05-09 10:45:09 UTC	EVO Japan 2025	Round1	Winners Round 1	3938651	4547342	2	1			10
2025-05-09 10:45:09 UTC	EVO Japan 2025	Round1	Winners Round 1	3996677	3603952	2	0			14
2025-05-09 10:45:05 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	570478	3136602	2	1			10
2025-05-09 10:45:02 UTC	EVO Japan 2025	Round1	Winners Round 1	1292047	3929558	2	0			13
2025-05-09 10:45:01 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4452068	1320188	2	0			16
2025-05-09 10:44:55 UTC	EVO Japan 2025	Round1	Winners Round 1	4452016	4645744	2	1			11
2025-05-09 10:44:54 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3949621	4638756	2	1			10
2025-05-09 10:44:54 UTC	EVO Japan 2025	Round1	Losers Round 2	3819539	4729554	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:49 UTC	EVO Japan 2025	Round1	Losers Round 2	3762276	506685	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:43 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4262345	4532147	2	0			13
2025-05-09 10:44:43 UTC	EVO Japan 2025	Round1	Losers Round 1	4535018	4731070	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:36 UTC	EVO Japan 2025	Round1	Winners Round 1	3136602	2897912	2	1			10
2025-05-09 10:44:36 UTC	EVO Japan 2025	Round1	Losers Round 1	4729554	4731767	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:30 UTC	EVO Japan 2025	Round1	Winners Round 1	570478	4731739	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:26 UTC	EVO Japan 2025	Round1	Winners Round 1	1320188	2741172	2	1			10
2025-05-09 10:44:19 UTC	EVO Japan 2025	Round1	Winners Round 1	3949621	4731714	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:15 UTC	EVO Japan 2025	Round1	Winners Round 1	4638756	4729322	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:44:08 UTC	EVO Japan 2025	Round1	Winners Round 1	4532147	4641356	2	1			10
2025-05-09 10:44:05 UTC	EVO Japan 2025	Round1	Losers Semi-Final	1284067	4671274	2	0			15
2025-05-09 10:43:57 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	1284067	4536748	2	1			10
2025-05-09 10:43:56 UTC	EVO Japan 2025	Round1	Losers Semi-Final	1569435	3872896	2	0			16
2025-05-09 10:43:54 UTC	EVO Japan 2025	Round1	Winners Final	4641414	37881	2	0			16
2025-05-09 10:43:51 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	4671274	3945135	2	1			10
2025-05-09 10:43:46 UTC	EVO Japan 2025	Round1	Losers Round 3	1284067	4530118	2	0			14
2025-05-09 10:43:45 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4641414	3619526	2	1			10
2025-05-09 10:43:41 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	1569435	2695938	2	1			10
2025-05-09 10:43:39 UTC	EVO Japan 2025	Round1	Losers Semi-Final	3962034	3754681	2	0			15
2025-05-09 10:43:39 UTC	EVO Japan 2025	Round1	Losers Round 3	3945135	3613276	2	1			10
2025-05-09 10:43:37 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3872896	3117928	2	0			16
2025-05-09 10:43:37 UTC	EVO Japan 2025	Round1	Losers Semi-Final	3765815	4592955	2	1			10
2025-05-09 10:43:35 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3962034	1575814	2	0			14
2025-05-09 10:43:33 UTC	EVO Japan 2025	Round1	Losers Round 3	1569435	4608912	2	0			15
2025-05-09 10:43:31 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	4592955	4669240	2	0			15
2025-05-09 10:43:31 UTC	EVO Japan 2025	Round1	Losers Round 2	1284067	2825656	2	0			13
2025-05-09 10:43:30 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3754681	4669227	2	0			16
2025-05-09 10:43:29 UTC	EVO Japan 2025	Round1	Losers Round 3	3117928	1401770	2	0			16
2025-05-09 10:43:26 UTC	EVO Japan 2025	Round1	Losers Round 3	3962034	4671099	2	0			14
2025-05-09 10:43:25 UTC	EVO Japan 2025	Round1	Losers Round 2	1569435	4608360	2	0			14
2025-05-09 10:43:24 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3765815	3937296	2	1			10
2025-05-09 10:43:23 UTC	EVO Japan 2025	Round1	Losers Round 2	4530118	4329312	2	1			10
2025-05-09 10:43:22 UTC	EVO Japan 2025	Round1	Losers Round 3	3754681	3705271	2	1			10
2025-05-09 10:43:21 UTC	EVO Japan 2025	Round1	Losers Round 2	4608912	3973344	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:43:19 UTC	EVO Japan 2025	Round1	Losers Round 3	4592955	4675537	2	0			15
2025-05-09 10:43:17 UTC	EVO Japan 2025	Round1	Losers Round 2	3962034	499059	2	0			13
2025-05-09 10:43:17 UTC	EVO Japan 2025	Round1	Losers Round 2	3117928	4086193	2	1			10
2025-05-09 10:43:17 UTC	EVO Japan 2025	Round1	Losers Round 2	3945135	3554999	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:43:14 UTC	EVO Japan 2025	Round1	Losers Round 3	3937296	522225	2	0			15
2025-05-09 10:43:13 UTC	EVO Japan 2025	Round1	Losers Round 2	4671099	4534336	2	0			16
2025-05-09 10:43:12 UTC	EVO Japan 2025	Round1	Losers Round 2	1401770	3757113	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:43:10 UTC	EVO Japan 2025	Round1	Losers Round 2	3613276	2470701	2	0			15
2025-05-09 10:43:09 UTC	EVO Japan 2025	Round1	Losers Round 2	4675537	3611909	2	0			16
2025-05-09 10:43:08 UTC	EVO Japan 2025	Round1	Losers Round 2	3754681	4524882	2	1			10
2025-05-09 10:43:06 UTC	EVO Japan 2025	Round1	Losers Round 1	4608360	4729946	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:43:04 UTC	EVO Japan 2025	Round1	Losers Round 2	3705271	2108720	2	0			15
2025-05-09 10:43:03 UTC	EVO Japan 2025	Round1	Losers Round 1	2825656	3943198	2	0			16
2025-05-09 10:43:01 UTC	EVO Japan 2025	Round1	Losers Round 2	4592955	4606105	2	1			9
2025-05-09 10:43:00 UTC	EVO Japan 2025	Round1	Losers Round 1	3962034	4731805	W (DQ/FF)	L (DQ/FF)			8
2025-05-09 10:43:00 UTC	EVO Japan 2025	Round1	Losers Round 1	4086193	4663868	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:42:55 UTC	EVO Japan 2025	Round1	Losers Round 1	4524882	1319840	2	0			15
2025-05-09 10:42:53 UTC	EVO Japan 2025	Round1	Losers Round 2	3937296	1131358	2	0			15
2025-05-09 10:42:53 UTC	EVO Japan 2025	Round1	Losers Round 1	3945135	1704074	2	0			15
2025-05-09 10:42:50 UTC	EVO Japan 2025	Round1	Winners Final	1902433	4557843	2	1			10
2025-05-09 10:42:48 UTC	EVO Japan 2025	Round1	Winners Final	2119640	1228615	2	0			15
2025-05-09 10:42:46 UTC	EVO Japan 2025	Round1	Winners Final	2248708	4523190	2	0			16
2025-05-09 10:42:44 UTC	EVO Japan 2025	Round1	Winners Semi-Final	1902433	2695938	2	0			15
2025-05-09 10:42:42 UTC	EVO Japan 2025	Round1	Winners Semi-Final	1228615	1575814	2	1			9
2025-05-09 10:42:41 UTC	EVO Japan 2025	Round1	Winners Semi-Final	2248708	4671274	2	0			15
2025-05-09 10:42:41 UTC	EVO Japan 2025	Round1	Losers Semi-Final	3282679	502054	2	0			16
2025-05-09 10:42:40 UTC	EVO Japan 2025	Round1	Losers Round 2	522225	4544965	2	0			16
2025-05-09 10:42:38 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4557843	3872896	2	0			15
2025-05-09 10:42:37 UTC	EVO Japan 2025	Round1	Winners Semi-Final	2119640	4669227	2	0			12
2025-05-09 10:42:33 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	1228615	3705271	2	0			14
2025-05-09 10:42:33 UTC	EVO Japan 2025	Round1	Losers Round 1	4675537	4657375	2	0			15
2025-05-09 10:42:32 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4523190	4536748	2	1			10
2025-05-09 10:42:31 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2695938	3757113	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:42:28 UTC	EVO Japan 2025	Round1	Losers Round 1	3937296	549424	W (DQ/FF)	L (DQ/FF)			9
2025-05-09 10:42:27 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	1575814	3754681	2	0			17
2025-05-09 10:42:27 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4523190	3613276	2	0			15
2025-05-09 10:42:23 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4669227	4534336	2	0			16
2025-05-09 10:42:20 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4536748	3554999	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:42:18 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2119640	499059	2	0			11
2025-05-09 10:42:13 UTC	EVO Japan 2025	Round1	Winners Final	3992857	4634466	2	0			16
2025-05-09 10:42:09 UTC	EVO Japan 2025	Round1	Losers Semi-Final	2347518	4640034	2	1			10
2025-05-09 10:42:08 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3992857	4669240	2	1			10
2025-05-09 10:42:02 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4634466	3765815	2	0			16
2025-05-09 10:41:57 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4669240	522225	2	0			16
2025-05-09 10:41:52 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3992857	1131358	2	0			14
2025-05-09 10:41:48 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4634466	4592955	2	0			17
2025-05-09 10:41:47 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	2347518	4443433	2	0			14
2025-05-09 10:41:42 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3765815	3611909	2	0			15
2025-05-09 10:41:38 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	4640034	3769882	2	0			15
2025-05-09 10:41:35 UTC	EVO Japan 2025	Round1	Winners Round 1	1228615	3962034	2	0			16
2025-05-09 10:41:34 UTC	EVO Japan 2025	Round1	Winners Round 1	522225	4657375	2	0			15
2025-05-09 10:41:33 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	1902433	3117928	2	0			15
2025-05-09 10:41:32 UTC	EVO Japan 2025	Round1	Losers Round 3	4443433	3209398	2	1			10
2025-05-09 10:41:29 UTC	EVO Japan 2025	Round1	Winners Round 1	3705271	4731805	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:41:28 UTC	EVO Japan 2025	Round1	Winners Round 1	4669240	4675537	2	1			11
2025-05-09 10:41:27 UTC	EVO Japan 2025	Round1	Losers Round 3	4640034	4534496	2	0			15
2025-05-09 10:41:26 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4557843	3973344	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:41:25 UTC	EVO Japan 2025	Round1	Winners Round 1	3754681	4671099	2	1			10
2025-05-09 10:41:22 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3872896	1569435	2	0			17
2025-05-09 10:41:19 UTC	EVO Japan 2025	Round1	Winners Round 1	4669227	4524882	2	1			10
2025-05-09 10:41:18 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4671274	4329312	2	0			15
2025-05-09 10:41:17 UTC	EVO Japan 2025	Round1	Winners Round 1	3992857	4606105	2	0			14
2025-05-09 10:41:10 UTC	EVO Japan 2025	Round1	Winners Round 1	2695938	4608360	2	0			15
2025-05-09 10:41:09 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2248708	1284067	2	0			16
2025-05-09 10:41:06 UTC	EVO Japan 2025	Round1	Winners Round 1	4592955	549424	W (DQ/FF)	L (DQ/FF)			9
2025-05-09 10:41:06 UTC	EVO Japan 2025	Round1	Losers Round 2	3209398	4668366	2	1			10
2025-05-09 10:41:04 UTC	EVO Japan 2025	Round1	Winners Round 1	3613276	2825656	2	0			16
2025-05-09 10:41:03 UTC	EVO Japan 2025	Round1	Winners Round 1	3757113	4729946	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:41:00 UTC	EVO Japan 2025	Round1	Winners Round 1	4534336	1319840	2	1			10
2025-05-09 10:40:59 UTC	EVO Japan 2025	Round1	Winners Round 1	3117928	4608912	2	0			15
2025-05-09 10:40:58 UTC	EVO Japan 2025	Round1	Losers Round 2	4443433	4541914	2	0			15
2025-05-09 10:40:55 UTC	EVO Japan 2025	Round1	Winners Round 1	4557843	4086193	2	0			14
2025-05-09 10:40:54 UTC	EVO Japan 2025	Round1	Winners Round 1	4523190	3943198	2	0			13
2025-05-09 10:40:51 UTC	EVO Japan 2025	Round1	Winners Round 1	499059	2108720	2	0			15
2025-05-09 10:40:50 UTC	EVO Japan 2025	Round1	Winners Round 1	3973344	4663868	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:40:48 UTC	EVO Japan 2025	Round1	Winners Round 1	4536748	4530118	2	1			10
2025-05-09 10:40:43 UTC	EVO Japan 2025	Round1	Winners Round 1	4329312	3945135	2	0			17
2025-05-09 10:40:42 UTC	EVO Japan 2025	Round1	Winners Round 1	3872896	1401770	2	1			10
2025-05-09 10:40:36 UTC	EVO Japan 2025	Round1	Winners Round 1	4671274	1704074	2	0			15
2025-05-09 10:40:29 UTC	EVO Japan 2025	Round1	Winners Round 1	1284067	2470701	2	0			13
2025-05-09 10:40:28 UTC	EVO Japan 2025	Round1	Winners Round 1	4634466	3937296	2	0			16
2025-05-09 10:40:22 UTC	EVO Japan 2025	Round1	Winners Round 1	3611909	4544965	2	0			16
2025-05-09 10:40:22 UTC	EVO Japan 2025	Round1	Losers Round 2	4640034	4643057	2	0			14
2025-05-09 10:40:13 UTC	EVO Japan 2025	Round1	Losers Round 2	4534496	4667363	2	0			16
2025-05-09 10:40:03 UTC	EVO Japan 2025	Round1	Losers Round 1	3209398	4731875	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:39:58 UTC	EVO Japan 2025	Round1	Losers Round 1	4643057	4729885	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:39:50 UTC	EVO Japan 2025	Round1	Winners Final	401790	3736447	2	0			13
2025-05-09 10:39:45 UTC	EVO Japan 2025	Round1	Losers Semi-Final	3758279	3931431	2	1			10
2025-05-09 10:39:42 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3736447	2347518	2	1			11
2025-05-09 10:39:38 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3931431	4536707	2	0			15
2025-05-09 10:39:35 UTC	EVO Japan 2025	Round1	Winners Semi-Final	401790	3769882	2	0			12
2025-05-09 10:39:29 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	3758279	4569869	2	0			15
2025-05-09 10:39:24 UTC	EVO Japan 2025	Round1	Losers Round 3	4536707	4534366	2	1			10
2025-05-09 10:39:16 UTC	EVO Japan 2025	Round1	Losers Round 3	4569869	4665189	2	0			16
2025-05-09 10:39:09 UTC	EVO Japan 2025	Round1	Losers Round 2	4536707	158339	2	0			15
2025-05-09 10:39:09 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	2347518	4667363	2	0			13
2025-05-09 10:39:01 UTC	EVO Japan 2025	Round1	Losers Round 2	4534366	4399062	2	0			15
2025-05-09 10:38:57 UTC	EVO Japan 2025	Round1	Losers Semi-Final	1831021	1585809	2	0			15
2025-05-09 10:38:56 UTC	EVO Japan 2025	Round1	Losers Round 2	4569869	806198	2	1			10
2025-05-09 10:38:55 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3736447	4640034	2	0			17
2025-05-09 10:38:51 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	1831021	4640036	2	0			14
2025-05-09 10:38:49 UTC	EVO Japan 2025	Round1	Losers Round 2	4665189	4658712	2	1			10
2025-05-09 10:38:48 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3769882	4443433	2	0			17
2025-05-09 10:38:46 UTC	EVO Japan 2025	Round1	Losers Quarter-Final	1585809	3885899	2	0			16
2025-05-09 10:38:41 UTC	EVO Japan 2025	Round1	Losers Round 1	4536707	4731219	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:38:39 UTC	EVO Japan 2025	Round1	Losers Round 3	1831021	557988	2	0			14
2025-05-09 10:38:39 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	401790	4668366	2	0			12
2025-05-09 10:38:36 UTC	EVO Japan 2025	Round1	Losers Round 1	4569869	3715141	W (DQ/FF)	L (DQ/FF)			10
2025-05-09 10:38:31 UTC	EVO Japan 2025	Round1	Losers Round 2	1831021	4674964	2	0			13
2025-05-09 10:38:26 UTC	EVO Japan 2025	Round1	Winners Final	4524914	3927460	2	0			15
2025-05-09 10:38:18 UTC	EVO Japan 2025	Round1	Winners Semi-Final	4524914	3931431	2	1			10
2025-05-09 10:38:14 UTC	EVO Japan 2025	Round1	Winners Round 1	2347518	3209398	2	0			14
2025-05-09 10:38:14 UTC	EVO Japan 2025	Round1	Losers Round 3	3885899	4663383	2	0			16
2025-05-09 10:38:11 UTC	EVO Japan 2025	Round1	Winners Semi-Final	3927460	3758279	2	0			17
2025-05-09 10:38:07 UTC	EVO Japan 2025	Round1	Winners Round 1	4667363	4731875	W (DQ/FF)	L (DQ/FF)			11
2025-05-09 10:38:06 UTC	EVO Japan 2025	Round1	Losers Round 2	4663383	3941018	2	0			16
2025-05-09 10:38:05 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	4524914	4665189	2	0			15
2025-05-09 10:38:01 UTC	EVO Japan 2025	Round1	Winners Round 1	4640034	4541914	2	0			14
2025-05-09 10:37:59 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3931431	806198	2	1			10
2025-05-09 10:37:53 UTC	EVO Japan 2025	Round1	Winners Quarter-Final	3758279	4534366	2	1			10
